"Sample name","Compound_on_Chip_","ID","group","value"
"OKAJIMA","Pazopanib","P85A_600_612","NR",-0.169208765
"SNU-16","Pazopanib","PDPK1_369_381","R",-0.218193769
"MKN45","Pazopanib","LAT_194_206","NR",0.031106949
"MKN1","Pazopanib","PAXI_111_123","NR",-0.374118805
"HSC-40A","Pazopanib","RASA1_453_465","R",-0.687304854
"58As1","Pazopanib","ANXA1_14_26","NR",-0.313157082
"OCUM-1","Pazopanib","PGFRB_1014_1028","NR",-0.34470737
"NCI-N87","Pazopanib","MBP_263_275","NR",-0.218222067
"MKN7","Pazopanib","PECA1_706_718","NR",-0.80243516
"MKN45","Pazopanib","NTRK2_696_708","NR",-0.045368034
"MKN7","Pazopanib","ANXA2_17_29","NR",-0.351512492
"OKAJIMA","Pazopanib","MBP_259_271","NR",-0.028495789
"MKN7","Pazopanib","PTN11_539_551","NR",0.03059411
"IM95","Pazopanib","DYR1A_312_324","NR",-0.488641024
"NUGC-3","Pazopanib","FGFR2_762_774","NR",-0.124988437
"HSC-40A","Pazopanib","PGFRB_771_783","R",-0.13071692
"NCI-N87","Pazopanib","C1R_199_211","NR",-0.467552096
"MKN45","Pazopanib","AMPE_5_17","NR",-0.040361643
"HSC-45","Pazopanib","MBP_263_275","NR",0.170038462
"HSC-60","Pazopanib","FGFR1_761_773","NR",-0.551825523
"HSC-58","Pazopanib","PGFRB_768_780","NR",-0.248831034
"NCI-N87","Pazopanib","CDK7_157_169","NR",-0.01184376
"IM95","Pazopanib","41_654_666","NR",-0.559986711
"IM95","Pazopanib","VGFR2_944_956","NR",-0.13706851
"HSC-60","Pazopanib","MK01_180_192","NR",-0.40979439
"MKN1","Pazopanib","ZBT16_621_633","NR",0.168329477
"SNU-16","Pazopanib","PDPK1_2_14","R",-0.387449622
"MKN28","Pazopanib","VGFR2_1052_1064","NR",-0.152729914
"HSC-44PE","Pazopanib","PGFRB_768_780","NR",-0.570919752
"KATO III","Pazopanib","CD3Z_116_128","R",-0.22631675
"MKN74","Pazopanib","ERBB2_870_882","NR",-0.163650632
"MKN45","Pazopanib","NTRK1_489_501","NR",0.437388569
"HSC-43","Pazopanib","EGFR_1165_1177","R",-0.522781014
"HSC-40A","Pazopanib","EGFR_1165_1177","R",-0.412776113
"NUGC-3","Pazopanib","MK10_216_228","NR",-0.155224085
"44As3","Pazopanib","NPT2A_501_513","NR",-0.004723907
"44As3","Pazopanib","SRC8_CHICK_470_482","NR",0.113980412
"HSC-58","Pazopanib","JAK2_563_577","NR",-0.124119997
"OCUM-1","Pazopanib","PDPK1_369_381","NR",-0.323708773
"NUGC-3","Pazopanib","DYR1A_212_224","NR",0.041327417
"MKN7","Pazopanib","PGFRB_709_721","NR",-0.460032225
"NCI-N87","Pazopanib","B3AT_39_51","NR",-0.46125102
"MKN28","Pazopanib","EPHA7_607_619","NR",-0.29369846
"HSC-58","Pazopanib","PAXI_111_123","NR",-0.40654707
"JR-st","Pazopanib","ERBB4_1181_1193","NR",-0.06441164
"NUGC-4","Pazopanib","KSYK_518_530","NR",-0.019655585
"MKN28","Pazopanib","PRGR_786_798","NR",0.136030361
"HSC-58","Pazopanib","PRGR_786_798","NR",-0.106188059
"HSC-58","Pazopanib","LAT_249_261","NR",-0.272789478
"HSC-39","Pazopanib","ERBB2_1241_1253","R",-0.424652576
"NUGC-3","Pazopanib","NTRK2_696_708","NR",-0.131492615
"MKN28","Pazopanib","DYR1A_212_224","NR",0.043891627
"HSC-59","Pazopanib","PGFRB_768_780","NR",-0.257247925
"JR-st","Pazopanib","PAXI_111_123","NR",-0.662918806
"44As3","Pazopanib","PAXI_24_36","NR",-0.557960749
"HSC-40A","Pazopanib","NTRK2_696_708","R",-0.449935675
"58As1","Pazopanib","RASA1_453_465","NR",-0.111131668
"MKN45","Pazopanib","PGFRB_572_584","NR",-0.098771572
"58As1","Pazopanib","ERBB2_870_882","NR",-0.124666691
"NUGC-4","Pazopanib","CD3Z_116_128","NR",-0.172554493
"JR-st","Pazopanib","TEC_512_524","NR",-0.226241946
"HSC-43","Pazopanib","MK07_211_223","R",-0.515240192
"HSC-44PE","Pazopanib","PTN11_539_551","NR",-0.041318178
"HSC-43","Pazopanib","LAT_249_261","R",-0.492622137
"HSC-60","Pazopanib","CD79A_181_193","NR",-0.64839983
"JR-st","Pazopanib","EFS_246_258","NR",-0.608224154
"JR-st","Pazopanib","SRC8_CHICK_476_488","NR",-0.61094451
"HSC-39","Pazopanib","PDPK1_369_381","R",-0.471333504
"NUGC-4","Pazopanib","MK14_173_185","NR",-0.059585333
"JR-st","Pazopanib","FRK_380_392","NR",-0.675590992
"HSC-43","Pazopanib","LAT_194_206","R",-0.740763664
"HSC-43","Pazopanib","NTRK1_489_501","R",-0.10255456
"NCI-N87","Pazopanib","VGFR2_944_956","NR",-0.203654051
"MKN74","Pazopanib","VGFR1_1040_1052","NR",-0.536613405
"MKN74","Pazopanib","ZAP70_485_497","NR",-0.288275599
"58As1","Pazopanib","CD79A_181_193","NR",-0.557591915
"MKN45","Pazopanib","ZBT16_621_633","NR",-0.039121944
"OCUM-1","Pazopanib","EPHA4_589_601","NR",0.102533638
"HSC-60","Pazopanib","DYR1A_212_224","NR",-0.130907655
"44As3","Pazopanib","EGFR_1165_1177","NR",-0.285248756
"OCUM-1","Pazopanib","DYR1A_312_324","NR",-0.225672245
"44As3","Pazopanib","PGFRB_1002_1014","NR",-0.588940144
"KATO III","Pazopanib","DDR1_506_518","R",-0.280692697
"IM95","Pazopanib","ODBA_340_352","NR",-0.299880743
"MKN7","Pazopanib","MK07_211_223","NR",-0.283308029
"HSC-58","Pazopanib","K2C8_425_437","NR",-0.238133192
"OKAJIMA","Pazopanib","CD79A_181_193","NR",-0.170946285
"OKAJIMA","Pazopanib","SRC8_CHICK_476_488","NR",-0.219830588
"NUGC-4","Pazopanib","LAT_249_261","NR",-0.46983695
"58As1","Pazopanib","ENOG_37_49","NR",-0.558877468
"44As3","Pazopanib","PTN11_539_551","NR",-0.114710331
"NUGC-3","Pazopanib","MBP_259_271","NR",0.091313004
"HSC-39","Pazopanib","VGFR2_944_956","R",-0.144251347
"OCUM-1","Pazopanib","PECA1_706_718","NR",-0.574905038
"HSC-45","Pazopanib","FER_707_719","NR",-0.66555953
"HSC-39","Pazopanib","ANXA2_17_29","R",0.100448906
"HSC-59","Pazopanib","PRGR_786_798","NR",-0.088248193
"MKN1","Pazopanib","RON_1346_1358","NR",0.214410141
"JR-st","Pazopanib","PGFRB_1002_1014","NR",-0.171685219
"HSC-45","Pazopanib","CTNB1_79_91","NR",-0.234645128
"MKN1","Pazopanib","C1R_199_211","NR",-0.092222132
"MKN7","Pazopanib","LAT_194_206","NR",-0.306808352
"MKN7","Pazopanib","P85A_600_612","NR",-0.636254311
"58As1","Pazopanib","PGFRB_768_780","NR",-0.017880201
"JR-st","Pazopanib","MBP_263_275","NR",0.04357779
"OCUM-1","Pazopanib","MK01_180_192","NR",-0.108535409
"MKN28","Pazopanib","CRK_214_226","NR",-0.388524771
"NCI-N87","Pazopanib","SRC8_CHICK_470_482","NR",-0.095600642
"MKN7","Pazopanib","FGFR3_753_765","NR",-0.186492205
"OKAJIMA","Pazopanib","DDR1_506_518","NR",-0.009809892
"IM95","Pazopanib","RON_1353_1365","NR",-0.178809285
"44As3","Pazopanib","C1R_199_211","NR",-0.270183682
"HSC-43","Pazopanib","PGFRB_709_721","R",-0.733172178
"NUGC-4","Pazopanib","TEC_512_524","NR",-0.569457889
"NCI-N87","Pazopanib","INSR_992_1004","NR",-0.370439142
"44As3","Pazopanib","ZAP70_485_497","NR",-0.344002724
"KATO III","Pazopanib","TEC_512_524","R",-0.542323589
"MKN74","Pazopanib","EGFR_1165_1177","NR",-0.273499131
"MKN45","Pazopanib","FRK_380_392","NR",-0.166229248
"HSC-58","Pazopanib","FGFR3_753_765","NR",-0.188247442
"KATO III","Pazopanib","NTRK1_489_501","R",-0.182628512
"HSC-59","Pazopanib","EFS_246_258","NR",-0.468443394
"HSC-60","Pazopanib","FES_706_718","NR",-0.563958645
"MKN74","Pazopanib","MET_1227_1239","NR",-0.426610351
"HSC-40A","Pazopanib","VGFR1_1049_1061","R",-0.32761389
"NCI-N87","Pazopanib","41_654_666","NR",-0.255441815
"58As1","Pazopanib","RET_1022_1034","NR",-0.407799244
"HSC-60","Pazopanib","CBL_693_705","NR",-0.419566631
"MKN1","Pazopanib","PRRX2_202_214","NR",-0.140199497
"IM95","Pazopanib","PGFRB_1014_1028","NR",-0.42176342
"HSC-45","Pazopanib","PDPK1_369_381","NR",-0.43235302
"HSC-45","Pazopanib","VINC_815_827","NR",-0.321540356
"HSC-60","Pazopanib","EGFR_1190_1202","NR",-0.717246175
"MKN74","Pazopanib","PDPK1_369_381","NR",-0.59369874
"58As1","Pazopanib","PGFRB_771_783","NR",0.019510746
"KATO III","Pazopanib","EPHA2_765_777","R",-0.563817143
"JR-st","Pazopanib","EPHB4_583_595","NR",0.01022774
"SNU-16","Pazopanib","MBP_198_210","R",-0.213626564
"SNU-16","Pazopanib","MK12_178_190","R",-0.193653107
"MKN28","Pazopanib","FER_707_719","NR",-0.247399017
"HSC-59","Pazopanib","CBL_693_705","NR",-0.407387137
"HSC-43","Pazopanib","ODBA_340_352","R",-0.582530499
"NUGC-3","Pazopanib","NTRK1_489_501","NR",-0.18962872
"44As3","Pazopanib","KSYK_518_530","NR",-0.129348636
"HSC-60","Pazopanib","ODBA_340_352","NR",-0.630998373
"MKN45","Pazopanib","ANXA2_17_29","NR",-0.026579538
"IM95","Pazopanib","CTNB1_79_91","NR",-0.522954106
"MKN1","Pazopanib","PRGR_786_798","NR",-0.158811688
"IM95","Pazopanib","VGFR1_1326_1338","NR",-0.361297727
"MKN1","Pazopanib","PGFRB_572_584","NR",-0.118132114
"MKN7","Pazopanib","ERBB2_870_882","NR",-0.526535749
"NCI-N87","Pazopanib","DCX_109_121","NR",0.044463634
"OKAJIMA","Pazopanib","41_654_666","NR",0.008719762
"HSC-59","Pazopanib","CDK2_8_20","NR",-0.351284027
"MKN74","Pazopanib","MK01_180_192","NR",0.047137618
"IM95","Pazopanib","ZAP70_485_497","NR",-0.529097795
"OKAJIMA","Pazopanib","VGFR2_989_1001","NR",-0.047916729
"NUGC-4","Pazopanib","C1R_199_211","NR",-0.10484302
"OKAJIMA","Pazopanib","FAK2_572_584","NR",0.074775457
"OCUM-1","Pazopanib","PGFRB_572_584","NR",-0.589616895
"HSC-43","Pazopanib","PGFRB_1014_1028","R",-0.641360998
"HSC-40A","Pazopanib","CTNB1_79_91","R",-0.144568086
"MKN45","Pazopanib","ERBB4_1181_1193","NR",-0.115905605
"HSC-59","Pazopanib","MK10_216_228","NR",-0.193411946
"NUGC-3","Pazopanib","CDK2_8_20","NR",-0.642438173
"SNU-16","Pazopanib","MK01_180_192","R",-0.198957562
"OKAJIMA","Pazopanib","ACHD_383_395","NR",0.137541607
"MKN74","Pazopanib","FGFR2_762_774","NR",-0.454051495
"MKN7","Pazopanib","SRC8_CHICK_492_504","NR",-0.692388773
"OCUM-1","Pazopanib","RAF1_332_344","NR",-0.29491508
"HSC-58","Pazopanib","ERBB2_1241_1253","NR",-0.287997484
"KATO III","Pazopanib","MBP_259_271","R",-0.158764958
"HSC-60","Pazopanib","LCK_387_399","NR",-0.568015575
"MKN1","Pazopanib","EPHB4_583_595","NR",-0.220552683
"HSC-44PE","Pazopanib","DYR1A_212_224","NR",0.091264725
"HSC-43","Pazopanib","EPHB1_771_783","R",-0.579416513
"MKN7","Pazopanib","EPHA7_607_619","NR",-0.547791243
"MKN74","Pazopanib","PGFRB_768_780","NR",-0.347852588
"HSC-39","Pazopanib","SRC8_CHICK_492_504","R",-0.507801056
"KATO III","Pazopanib","DYR1A_312_324","R",-0.518960714
"HSC-44PE","Pazopanib","EPHA4_589_601","NR",0.16193819
"MKN7","Pazopanib","AMPE_5_17","NR",-0.012321949
"NCI-N87","Pazopanib","PP2AB_297_309","NR",-0.11166326
"HSC-43","Pazopanib","NCF1_313_325","R",-0.367405295
"MKN7","Pazopanib","RET_1022_1034","NR",-0.58735919
"IM95","Pazopanib","VGFR1_1049_1061","NR",-0.053131759
"NUGC-3","Pazopanib","PECA1_706_718","NR",-0.780203223
"HSC-59","Pazopanib","DYR1A_312_324","NR",-0.105539203
"MKN28","Pazopanib","NCF1_313_325","NR",0.153854057
"HSC-43","Pazopanib","VGFR3_1061_1073","R",-0.278369308
"HSC-59","Pazopanib","EGFR_1165_1177","NR",-0.091828585
"MKN7","Pazopanib","CD3Z_146_158","NR",-0.489051819
"HSC-39","Pazopanib","CALM_95_107","R",-0.545710027
"OCUM-1","Pazopanib","CRK_214_226","NR",-0.167155147
"MKN45","Pazopanib","VGFR3_1061_1073","NR",0.069739975
"NUGC-3","Pazopanib","CRK_214_226","NR",-0.445505559
"HSC-40A","Pazopanib","LAT_194_206","R",-0.397274017
"HSC-59","Pazopanib","MK01_180_192","NR",-0.09311974
"OKAJIMA","Pazopanib","CDK7_157_169","NR",0.149907753
"OCUM-1","Pazopanib","FES_706_718","NR",-0.517132998
"HSC-59","Pazopanib","ERBB2_1241_1253","NR",-0.28781867
"JR-st","Pazopanib","PRGR_786_798","NR",-0.191593587
"SNU-16","Pazopanib","K2C8_425_437","R",-0.16553849
"JR-st","Pazopanib","ART_004_EAIYAAPFAKKKXC","NR",-0.604900956
"MKN7","Pazopanib","FER_707_719","NR",-0.678009868
"HSC-58","Pazopanib","ERBB2_870_882","NR",-0.095025301
"NUGC-3","Pazopanib","EGFR_1165_1177","NR",-0.273159385
"MKN28","Pazopanib","ERBB4_1181_1193","NR",-0.001885692
"NUGC-4","Pazopanib","VGFR3_1061_1073","NR",0.1216259
"HSC-45","Pazopanib","MK14_173_185","NR",0.062728167
"MKN7","Pazopanib","PAXI_24_36","NR",-0.623970032
"OKAJIMA","Pazopanib","VGFR2_1046_1058","NR",-0.053925514
"MKN1","Pazopanib","CD79A_181_193","NR",-0.35444212
"HSC-44PE","Pazopanib","PRRX2_202_214","NR",0.033617377
"58As1","Pazopanib","K2C8_425_437","NR",-0.215106249
"IM95","Pazopanib","NTRK1_489_501","NR",-0.081011653
"HSC-58","Pazopanib","PGFRB_771_783","NR",-0.064853907
"JR-st","Pazopanib","MBP_259_271","NR",-0.180856586
"MKN74","Pazopanib","NCF1_313_325","NR",-0.249991655
"SNU-16","Pazopanib","MET_1227_1239","R",-0.468926549
"OCUM-1","Pazopanib","EPOR_361_373","NR",-0.565590382
"MKN28","Pazopanib","SRC8_CHICK_470_482","NR",-0.167273328
"HSC-44PE","Pazopanib","TYRO3_679_691","NR",0.184253454
"NCI-N87","Pazopanib","NTRK1_489_501","NR",-0.064992584
"HSC-43","Pazopanib","ERBB2_1241_1253","R",-0.30209446
"OCUM-1","Pazopanib","K2C6B_53_65","NR",-0.2601372
"MKN28","Pazopanib","PAXI_24_36","NR",-0.351147503
"MKN28","Pazopanib","PRRX2_202_214","NR",-0.166745499
"HSC-58","Pazopanib","MET_1227_1239","NR",-0.204179287
"MKN45","Pazopanib","PGFRB_771_783","NR",-0.494994164
"HSC-60","Pazopanib","B3AT_39_51","NR",-0.338758647
"OCUM-1","Pazopanib","LAT_194_206","NR",-0.250602007
"KATO III","Pazopanib","PGFRB_1014_1028","R",-1.300247431
"MKN1","Pazopanib","PTN11_539_551","NR",0.268437713
"MKN1","Pazopanib","FER_707_719","NR",-0.171259567
"JR-st","Pazopanib","MBP_198_210","NR",-0.165812492
"OKAJIMA","Pazopanib","ART_004_EAIYAAPFAKKKXC","NR",0.123864412
"MKN28","Pazopanib","PGFRB_572_584","NR",-0.24467738
"NUGC-3","Pazopanib","VINC_815_827","NR",-0.157510281
"JR-st","Pazopanib","LAT_249_261","NR",-0.669392228
"58As1","Pazopanib","PRGR_786_798","NR",-0.224458456
"JR-st","Pazopanib","ZAP70_485_497","NR",-0.236615658
"58As1","Pazopanib","LAT_194_206","NR",-0.321834087
"NCI-N87","Pazopanib","EPHB1_771_783","NR",-0.446011454
"44As3","Pazopanib","EPHA4_589_601","NR",0.094806314
"NUGC-3","Pazopanib","FRK_380_392","NR",-0.537143707
"44As3","Pazopanib","CRK_214_226","NR",-0.352825284
"MKN45","Pazopanib","PAXI_111_123","NR",-0.231427506
"MKN28","Pazopanib","CBL_693_705","NR",-0.022667011
"HSC-58","Pazopanib","K2C6B_53_65","NR",-0.049063683
"JR-st","Pazopanib","EGFR_1165_1177","NR",-0.257135272
"NUGC-3","Pazopanib","MET_1227_1239","NR",-0.406301975
"OKAJIMA","Pazopanib","JAK2_563_577","NR",-0.194544241
"NUGC-4","Pazopanib","ODBA_340_352","NR",-0.277853012
"MKN7","Pazopanib","LAT_249_261","NR",-0.39115417
"MKN45","Pazopanib","VGFR1_1326_1338","NR",-0.175841972
"NUGC-4","Pazopanib","ZBT16_621_633","NR",-0.033731759
"HSC-45","Pazopanib","PGFRB_1014_1028","NR",-0.426084518
"MKN1","Pazopanib","K2C6B_53_65","NR",0.180332348
"MKN28","Pazopanib","JAK1_1015_1027","NR",-0.188093901
"HSC-44PE","Pazopanib","PGFRB_572_584","NR",-0.591965795
"MKN45","Pazopanib","EPHA2_765_777","NR",-0.283203453
"HSC-59","Pazopanib","FAK2_572_584","NR",-0.357302427
"HSC-39","Pazopanib","P85A_600_612","R",-0.438464284
"MKN74","Pazopanib","C1R_199_211","NR",-0.198680997
"HSC-59","Pazopanib","MK14_173_185","NR",-0.110603273
"HSC-45","Pazopanib","EGFR_1190_1202","NR",-0.4324224
"NCI-N87","Pazopanib","DDR1_506_518","NR",0.42338118
"KATO III","Pazopanib","AMPE_5_17","R",-0.323245645
"HSC-40A","Pazopanib","LCK_387_399","R",-0.413678527
"HSC-60","Pazopanib","PDPK1_2_14","NR",-0.537137628
"MKN45","Pazopanib","SRC8_CHICK_470_482","NR",-0.611160398
"44As3","Pazopanib","EGFR_1103_1115","NR",-0.384315729
"HSC-39","Pazopanib","CBL_693_705","R",-0.514622092
"44As3","Pazopanib","CD3Z_116_128","NR",-0.742330134
"SNU-16","Pazopanib","EPHA7_607_619","R",-0.374739408
"MKN28","Pazopanib","RON_1346_1358","NR",-0.344930023
"JR-st","Pazopanib","VGFR2_944_956","NR",-0.126897931
"JR-st","Pazopanib","LCK_387_399","NR",-0.38835597
"MKN74","Pazopanib","DYR1A_212_224","NR",-0.187255859
"44As3","Pazopanib","RB_804_816","NR",-0.319795489
"MKN45","Pazopanib","CBL_693_705","NR",-0.212635994
"JR-st","Pazopanib","K2C6B_53_65","NR",-0.21582675
"JR-st","Pazopanib","LAT_194_206","NR",-0.630472422
"JR-st","Pazopanib","ENOG_37_49","NR",-0.682957649
"MKN7","Pazopanib","TNNT1_2_14","NR",-0.200098813
"MKN7","Pazopanib","EPHA2_765_777","NR",-0.696964025
"NUGC-3","Pazopanib","CBL_693_705","NR",-0.186543226
"HSC-58","Pazopanib","LAT_194_206","NR",-0.212578535
"MKN45","Pazopanib","SRC8_CHICK_476_488","NR",-0.388714939
"HSC-43","Pazopanib","MK14_173_185","R",-0.25327754
"KATO III","Pazopanib","MK14_173_185","R",-0.299019158
"MKN1","Pazopanib","KSYK_518_530","NR",-0.031459808
"HSC-40A","Pazopanib","VGFR2_1046_1058","R",0.077128112
"MKN7","Pazopanib","PAXI_111_123","NR",-0.755717278
"IM95","Pazopanib","INSR_992_1004","NR",-0.240364194
"MKN1","Pazopanib","EGFR_1103_1115","NR",-0.005208015
"HSC-43","Pazopanib","VGFR1_1040_1052","R",-0.239247203
"SNU-16","Pazopanib","MK14_173_185","R",-0.124549925
"NCI-N87","Pazopanib","FGFR3_753_765","NR",-0.319036007
"MKN1","Pazopanib","ERBB2_870_882","NR",0.643356264
"KATO III","Pazopanib","RON_1353_1365","R",-0.381254792
"HSC-39","Pazopanib","DYR1A_312_324","R",-0.340781212
"MKN45","Pazopanib","CRK_214_226","NR",-0.520154595
"MKN1","Pazopanib","DDR1_506_518","NR",0.276225805
"HSC-43","Pazopanib","RAF1_332_344","R",-0.542503715
"MKN45","Pazopanib","PRGR_786_798","NR",-0.194659159
"HSC-45","Pazopanib","EPHB1_771_783","NR",-0.680996895
"MKN45","Pazopanib","EGFR_1103_1115","NR",-0.452350616
"58As1","Pazopanib","ZAP70_485_497","NR",-0.249682665
"58As1","Pazopanib","VGFR1_1162_1174","NR",0.10222435
"MKN1","Pazopanib","PGFRB_709_721","NR",-0.101617493
"OCUM-1","Pazopanib","ANXA1_14_26","NR",-0.30934763
"HSC-60","Pazopanib","CTNB1_79_91","NR",-0.259326577
"HSC-58","Pazopanib","EPHA7_607_619","NR",-0.284968138
"MKN28","Pazopanib","PGFRB_1002_1014","NR",-0.198239967
"HSC-44PE","Pazopanib","EPHA7_607_619","NR",-0.251222372
"IM95","Pazopanib","VGFR3_1061_1073","NR",-0.126827359
"HSC-44PE","Pazopanib","ZAP70_485_497","NR",-0.372171879
"HSC-60","Pazopanib","PRRX2_202_214","NR",-0.315564513
"JR-st","Pazopanib","PDPK1_2_14","NR",-0.668263674
"OCUM-1","Pazopanib","FGFR2_762_774","NR",-0.407501101
"HSC-44PE","Pazopanib","VGFR2_1168_1180","NR",0.008652091
"MKN28","Pazopanib","EPHA4_589_601","NR",0.186478451
"MKN45","Pazopanib","MK01_180_192","NR",-0.296844006
"OKAJIMA","Pazopanib","MBP_263_275","NR",-0.092173733
"KATO III","Pazopanib","FER_707_719","R",-0.448098183
"HSC-58","Pazopanib","RET_1022_1034","NR",-0.31783247
"HSC-39","Pazopanib","NPT2A_501_513","R",-0.20667088
"MKN7","Pazopanib","KSYK_518_530","NR",-0.076569557
"HSC-45","Pazopanib","RB_804_816","NR",-0.317191124
"HSC-60","Pazopanib","NPT2A_501_513","NR",-0.175141335
"HSC-44PE","Pazopanib","CD3Z_116_128","NR",-0.138032436
"MKN7","Pazopanib","CD79A_181_193","NR",-0.779882908
"HSC-60","Pazopanib","EFS_246_258","NR",-0.707277536
"HSC-40A","Pazopanib","PLCG1_764_776","R",-0.66773653
"KATO III","Pazopanib","VGFR1_1206_1218","R",-0.167609453
"MKN45","Pazopanib","EGFR_1190_1202","NR",-0.081395708
"SNU-16","Pazopanib","VGFR2_1046_1058","R",0.036230862
"MKN28","Pazopanib","PGFRB_709_721","NR",-0.240338326
"IM95","Pazopanib","MET_1227_1239","NR",-0.35800004
"HSC-44PE","Pazopanib","K2C8_425_437","NR",-0.25225389
"SNU-16","Pazopanib","PTN11_539_551","R",-0.309071302
"NUGC-3","Pazopanib","ANXA2_17_29","NR",-0.182110548
"KATO III","Pazopanib","ERBB2_1241_1253","R",-0.711235404
"NUGC-4","Pazopanib","NPT2A_501_513","NR",-0.092310905
"OKAJIMA","Pazopanib","LAT_249_261","NR",-0.043395679
"HSC-59","Pazopanib","PRRX2_202_214","NR",-0.221813321
"58As1","Pazopanib","EPOR_419_431","NR",-0.17337513
"HSC-43","Pazopanib","INSR_992_1004","R",-0.326412797
"OKAJIMA","Pazopanib","MK14_173_185","NR",-0.127810076
"HSC-45","Pazopanib","DDR1_506_518","NR",0.039914608
"MKN7","Pazopanib","ANXA1_14_26","NR",-0.533792377
"NUGC-4","Pazopanib","PLCG1_764_776","NR",-0.512083769
"MKN28","Pazopanib","ART_004_EAIYAAPFAKKKXC","NR",-0.236303493
"OCUM-1","Pazopanib","SRC8_CHICK_476_488","NR",-0.608148575
"HSC-40A","Pazopanib","CRK_214_226","R",-0.229492843
"MKN7","Pazopanib","VGFR1_1049_1061","NR",0.15481627
"MKN7","Pazopanib","TYRO3_679_691","NR",-0.224666715
"58As1","Pazopanib","CD3Z_116_128","NR",0.045476198
"IM95","Pazopanib","TYRO3_679_691","NR",-0.0000547171
"44As3","Pazopanib","NCF1_313_325","NR",-0.033817768
"NUGC-4","Pazopanib","FGFR3_753_765","NR",-0.300192714
"MKN1","Pazopanib","NTRK2_696_708","NR",0.051655531
"IM95","Pazopanib","SRC8_CHICK_492_504","NR",-0.819816351
"HSC-60","Pazopanib","PRGR_786_798","NR",-0.171121359
"HSC-60","Pazopanib","VGFR2_944_956","NR",-0.325448871
"44As3","Pazopanib","VGFR3_1061_1073","NR",-0.338848829
"HSC-59","Pazopanib","NPT2A_501_513","NR",-0.10637188
"HSC-40A","Pazopanib","ANXA2_17_29","R",-0.216771901
"KATO III","Pazopanib","SRC8_CHICK_476_488","R",-0.628334284
"HSC-44PE","Pazopanib","ERBB4_1277_1289","NR",-0.23906672
"HSC-59","Pazopanib","ERBB2_870_882","NR",-0.059353113
"HSC-44PE","Pazopanib","ANXA1_14_26","NR",-0.254633069
"NUGC-4","Pazopanib","B3AT_39_51","NR",-0.026780009
"HSC-40A","Pazopanib","VGFR1_1040_1052","R",-0.382227838
"HSC-45","Pazopanib","RON_1353_1365","NR",-0.200822353
"MKN7","Pazopanib","MBP_198_210","NR",-0.365588784
"OCUM-1","Pazopanib","PRRX2_202_214","NR",-0.495458364
"HSC-60","Pazopanib","LAT_194_206","NR",-0.317171931
"MKN7","Pazopanib","EFS_246_258","NR",-0.75132823
"58As1","Pazopanib","EPHB1_771_783","NR",-0.26053834
"HSC-58","Pazopanib","ANXA2_17_29","NR",0.018408298
"HSC-45","Pazopanib","PAXI_111_123","NR",-0.770801544
"NUGC-4","Pazopanib","FAK1_569_581","NR",-0.023397207
"NUGC-3","Pazopanib","FAK1_569_581","NR",-0.185524344
"NCI-N87","Pazopanib","VGFR2_1168_1180","NR",-0.165313646
"MKN7","Pazopanib","JAK1_1015_1027","NR",-0.372967839
"44As3","Pazopanib","CD79A_181_193","NR",-0.789160252
"NUGC-3","Pazopanib","CD3Z_116_128","NR",-0.601368248
"HSC-59","Pazopanib","PAXI_111_123","NR",-0.343503475
"HSC-39","Pazopanib","EPHB4_583_595","R",-0.155083597
"NUGC-4","Pazopanib","VGFR2_944_956","NR",-0.245881915
"NUGC-3","Pazopanib","VGFR2_1168_1180","NR",-0.149606943
"KATO III","Pazopanib","EPHA4_589_601","R",-0.264908433
"HSC-58","Pazopanib","DDR1_506_518","NR",0.034294605
"MKN1","Pazopanib","ANXA2_17_29","NR",0.317707092
"MKN1","Pazopanib","EPHB1_771_783","NR",-0.221859142
"HSC-39","Pazopanib","EFS_246_258","R",-0.566725731
"HSC-39","Pazopanib","MK01_180_192","R",-0.089263558
"HSC-39","Pazopanib","K2C6B_53_65","R",-0.376389742
"HSC-43","Pazopanib","PDPK1_2_14","R",-0.495513916
"OCUM-1","Pazopanib","ERBB4_1181_1193","NR",-0.101114452
"MKN74","Pazopanib","ZBT16_621_633","NR",-0.07202363
"MKN7","Pazopanib","ACHD_383_395","NR",-0.111840487
"KATO III","Pazopanib","PGFRB_709_721","R",-0.668337464
"HSC-59","Pazopanib","ANXA2_17_29","NR",-0.021702766
"MKN1","Pazopanib","VGFR1_1049_1061","NR",0.128426746
"NCI-N87","Pazopanib","CTNB1_79_91","NR",-0.328820437
"MKN45","Pazopanib","VGFR2_1052_1064","NR",-0.46047163
"OKAJIMA","Pazopanib","TNNT1_2_14","NR",-0.084926881
"HSC-44PE","Pazopanib","MBP_259_271","NR",-0.046078742
"NUGC-3","Pazopanib","41_654_666","NR",-0.475544691
"NCI-N87","Pazopanib","PGFRB_709_721","NR",-0.528060019
"NUGC-3","Pazopanib","PGFRB_709_721","NR",-0.340846539
"58As1","Pazopanib","RAF1_332_344","NR",-0.167026043
"MKN28","Pazopanib","PGFRB_768_780","NR",-0.232599422
"HSC-44PE","Pazopanib","EGFR_1190_1202","NR",-0.140241742
"MKN1","Pazopanib","INSR_992_1004","NR",0.161674067
"NUGC-4","Pazopanib","CBL_693_705","NR",-0.283504725
"IM95","Pazopanib","FAK1_569_581","NR",-0.274082065
